名称	道具种类	具体类别	详细类别	动画文件名	对应物件索引	宽度	高度	说明文字	五行属性	价格	等级	是否叠放	基础属性1类型	基础属性1最小值	基础属性1最大值	基础属性2类型	基础属性2最小值	基础属性2最大值	基础属性3类型	基础属性3最小值	基础属性3最大值	基础属性4类型	基础属性4最小值	基础属性4最大值	基础属性5类型	基础属性5最小值	基础属性5最大值	基础属性6类型	基础属性6最小值	基础属性6最大值	基础属性7类型	基础属性7最小值	基础属性7最大值	需求属性1类型	需求属性1数值	需求属性2类型	需求属性2数值	需求属性3类型	需求属性3数值	需求属性4类型	需求属性4数值	需求属性5类型	需求属性5数值	需求属性6类型	需求属性6数值	魔法属性索引1(0级)	魔法属性索引1(10级)	魔法属性索引2(0级)	魔法属性索引2(10级)	魔法属性索引3(0级)	魔法属性索引3(10级)	魔法属性索引4(0级)	魔法属性索引4(10级)	魔法属性索引5(0级)	魔法属性索引5(10级)	魔法属性索引6(0级)	魔法属性索引6(10级)	所在套装	6级技能ID	10级技能ID	扩展套装	扩展套装序号	扩展套装隐藏属性1	扩展套装隐藏属性2	可熔炼属性数量	可熔炼纹钢品质
[天赐的]敌忾之草间石戒	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	白金装备，套装第五件	1	99999	10	0																						36	120	39	6									129	129	130	130	747	739	748	740	744	752			20	881	880	17	5				
[天赐的]魔煞之鬼谷幽冥枪	0	0	3	\spr\item\equip\closeweapon\obj-spear05.spr	12	1	4	白金装备,套装第一件	2	99999	10	0	28	18	18	29	158	158	167	30	30	31	99	99										36	120	32	165	33	165	39	7					46	592	69	593	51	625	73	73	43	43	473	473	21	766	767	18	1				
[天赐的]魔煞之残阳映血甲	0	2	16	\spr\item\equip\armor\obj-ma-cloth09-3.spr	23	2	3	白金装备，套装第二件	0	99999	10	0	30	720	720	31	90	90																36	120	32	210	39	7							4	701	306	695	423	642	419	638	421	702	703	703	21	846	866	18	2				
[天赐的]魔煞之赤骥锁腰扣	0	6	1	\spr\item\equip\sash\obj-sash16.spr	33	2	1	白金装备，套装第三件	4	99999	10	0	30	160	160	31	80	80																36	120	32	135	39	7							418	4	309	639	417	31	312	596	6	609	344	344	21	790	822	18	3				
[天赐的]魔煞之举火燎天环	0	7	3	\Spr\item\equip\cap\obj-ma-cap12-1.spr	28	2	2	白金装备，套装第四件	2	99999	10	0	30	315	315	31	85	85																36	120	32	110	39	7							719	4	307	637	769	769	420	640	822	822	805	805	21	901	922	18	4				
[天赐的]魔煞之云龙吐珠戒	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	白金装备，套装第五件	1	99999	10	0																						36	120	39	7									129	129	130	130	747	739	748	740	744	752			21	879	878	18	5				
[天赐的]魔煌之金甲盔	0	7	2	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	白金装备,套装第一件	0	99999	10	0	30	315	315	31	85	85																36	120	32	110	39	7							2	2	346	346	257	257	312	312	6	6	166	166	22								
[天赐的]魔煌之按出虎项圈	0	4	1	\spr\item\equip\nick\obj-neck16.spr	36	2	1	白金装备，套装第二件	4	99999	10	0	31	60	60																			36	120	39	7									1	1	60	60	62	62	95	95	87	87	107	107	22								
[天赐的]魔煌之溪谷束腰带	0	6	1	\spr\item\equip\sash\obj-sash18.spr	32	2	1	白金装备，套装第三件	3	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	7							2	2	309	639	254	254	312	596	6	6	420	420	22								
[天赐的]魔煌之血衣兽镯	0	8	1	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	白金装备，套装第四件	1	99999	10	0	30	111	111	31	80	80																36	120	32	90	39	7							129	129	130	130	747	739	748	740	744	752			22	881	880						
[天赐的]魔煌之熔金断日戒	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	白金装备，套装第五件	4	99999	10	0	31	80	80																			36	120	39	7									2	616	312	596	718	8	420	640	823	823	806	806	22								
[天赐的]魔嗜之烈焰冠冕	0	7	2	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	白金装备,套装第一件	3	99999	10	0	30	315	315	31	85	85																36	120	32	110	39	7							2	616	345	345	423	642	307	637	6	609	704	704	23	848	867	19	1				
[天赐的]魔嗜之厉魔噬心带	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	白金装备，套装第二件	2	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	7							2	616	88	419	769	769	420	640	150	607	423	642	23	902	923	19	2				
[天赐的]魔嗜之业火幽冥戒	0	3	0	\spr\item\equip\ring\obj-ring03.spr	37	1	1	白金装备，套装第三件	2	99999	10	0																						36	120	39	7									129	129	130	130	747	739	748	740	744	752			23	883	882	19	3				
[天赐的]魔嗜之血玉七杀佩	0	9	1	\spr\item\equip\waist\obj-waist13.spr	34	1	2	白金装备，套装第四件	0	99999	10	0																						36	120	39	7									2	616	309	639	666	666	311	598	6	609	420	640	23	791	823	19	4				
[天赐的]魔嗜之山海飞鸿履	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	白金装备，套装第五件	4	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	7							2	616	320	588	521	521	312	596	630	631	522	522	23	773	805	19	5				
[天赐的]凌岳之太极剑	0	0	0	\spr\item\equip\closeweapon\obj-sword25.spr	9	1	3	白金装备,套装第一件	4	99999	10	0	28	46	46	29	86	86	167	0	0	31	99	99										36	120	32	80	39	8							2	616	152	634	6	609	311	598	423	31	474	474	24	774	806	20	1				
[天赐的]凌岳之无我束带	0	6	1	\spr\item\equip\sash\obj-sash20.spr	33	2	1	白金装备，套装第二件	1	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	8							763	763	307	637	718	8	420	640	824	824	152	627	24	905	927	20	2				
[天赐的]凌岳之怒雷法戒	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	白金装备，套装第三件	1	99999	10	0																						36	120	39	8									2	616	309	639	667	667	313	597	6	609	417	31	24	795	827	20	3				
[天赐的]凌岳之无极玄玉佩	0	9	1	\spr\item\equip\waist\obj-waist20.spr	36	1	2	白金装备，套装第四件	2	99999	10	0																						36	120	39	8									2	616	347	347	524	524	313	597	715	716	526	526	24	847	871	20	4				
[天赐的]凌岳之天地玄黄戒	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	白金装备，套装第五件	0	99999	10	0																						36	120	39	8									129	129	130	130	747	739	748	740	745	753			24	879	878	20	5				
[天赐的]及丰之真武剑	0	0	0	\spr\item\equip\closeweapon\obj-sword25.spr	9	1	3	白金装备,套装第一件	2	99999	10	0	28	46	46	29	86	86	167	0	0	31	99	99										36	120	32	135	39	8							46	592	69	593	51	601	73	73	43	43	474	474	25	766	767	21	1				
[天赐的]及丰之三清符	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	白金装备，套装第二件	0	99999	10	0	31	60	60																			36	120	39	8									2	616	710	92	62	705	95	96	89	706	107	107	25	850	870	21	2				
[天赐的]及丰之玄丝三段锦	0	6	0	\spr\item\equip\sash\obj-sash10.spr	32	2	1	白金装备，套装第三件	4	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	8							2	616	309	639	668	668	307	637	421	8	425	643	25	794	826	21	3				
[天赐的]及丰之翠玉玄黄腕	0	8	1	\spr\item\equip\bangle\obj-bangle14.spr	34	1	2	白金装备，套装第四件	3	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	8							770	770	307	637	718	8	420	640	348	348	807	807	25	906	926	21	4				
[天赐的]及丰之青松法戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	白金装备，套装第五件	1	99999	10	0																						36	120	39	8									129	129	130	130	747	739	748	740	745	753			25	881	880	21	5				
[天赐的]霜晶之千年寒铁	0	0	1	\spr\item\equip\closeweapon\obj-blade25.spr	10	1	4	白金装备,套装第一件	2	99999	10	0	28	40	40	29	114	114	167	-20	-20	31	99	99										36	120	32	135	39	9							113	595	69	593	46	592	73	73	43	43	476	476	26	766	767	22	1				
[天赐的]霜晶之流星赶月扣	0	9	1	\spr\item\equip\waist\obj-waist17.spr	36	1	2	白金装备，套装第二件	3	99999	10	0	31	60	60																			36	120	39	9									759	784	311	598	718	8	309	639	825	825	808	808	26	901	929	22	2				
[天赐的]霜晶之清风缕带	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	白金装备，套装第三件	4	99999	10	0	30	160	160	31	80	80																36	120	32	135	39	9							418	4	309	639	669	669	307	637	6	609	417	31	26	797	829	22	3				
[天赐的]霜晶之天清冰晶手	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	白金装备，套装第四件	3	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	9							2	616	349	349	707	707	313	597	6	609	708	708	26	846	873	22	4				
[天赐的]霜晶之风暴指环	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	白金装备，套装第五件	1	99999	10	0																						36	120	39	9									129	129	130	130	747	739	748	740	745	753			26	879	878	22	5				
[天赐的]雷穹之寒松冰柏冠	0	7	1	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	白金装备,套装第一件	4	99999	10	0	30	315	315	31	85	85																36	120	32	110	39	9							418	618	304	304	152	627	313	597	6	610	623	623	27	774	806	23	1				
[天赐的]雷穹之天地护符	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	白金装备，套装第二件	3	99999	10	0																						36	120	39	9									4	701	95	96	26	709	107	107	322	313	528	528	27	848	872	23	2				
[天赐的]雷穹之风雷青锦带	0	6	0	\spr\item\equip\sash\obj-sash09.spr	32	2	1	白金装备，套装第三件	1	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	9							418	4	309	639	670	670	424	646	6	609	417	31	27	796	828	23	3				
[天赐的]雷穹之灵玉蕴雷腕	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	白金装备，套装第四件	2	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	9							759	784	88	419	718	8	309	639	350	350	809	809	27	902	928	23	4				
[天赐的]雷穹之九天引雷戒	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	白金装备，套装第五件	0	99999	10	0																						36	120	39	9									129	129	130	130	747	739	748	740	745	753			27	881	880	23	5				
[天赐的]雾幻之北冥道冠	0	7	1	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	白金装备,套装第一件	0	99999	10	0	30	315	315	31	85	85																36	120	32	110	39	9							4	4	271	271	351	351	313	313	6	6	352	352	28								
[天赐的]雾幻之太渊真武链	0	4	1	\spr\item\equip\nick\obj-neck20.spr	26	2	1	白金装备，套装第二件	0	99999	10	0	31	60	60																			36	120	39	9									2	616	313	597	718	8	107		826	826	810	810	28								
[天赐的]雾幻之束心指环	0	3	0	\spr\item\equip\ring\obj-ring05.spr	37	1	1	白金装备，套装第三件	3	99999	10	0																						36	120	39	9									129	129	130	130	747	739	748	740	745	753			28	883	882						
[天赐的]雾幻之清影玄玉佩	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	白金装备，套装第四件	1	99999	10	0																						36	120	39	9									418	418	309	309	353	353	307	307	6	6	417	417	28								
[天赐的]雾幻之松风雪影靴	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	白金装备，套装第五件	2	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	9							418	418	354	354	320	320	88	88	6	6	423	423	28								
雅典之魂	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>向在雅典盛会上为国争光的运动健儿们致以最崇高的敬意！<color>	2	99999	10	0																						36	60											129		130										29								
北京之梦	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>北京-2008-绚烂的舞台-让我们携起手来共创辉煌！<color>	3	99999	10	0																						36	60											129		130										29								
洞察之白金雕龙戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	白金装备	3	99999	10	0	31	60	60																			36	85											53		6		301		2		11		100		30								
洞察之白玉乾坤佩	0	9	1	\spr\item\equip\waist\obj-waist20.spr	36	1	2	白金装备	4	99999	10	0	31	60	60																			36	80											65		6		298		2		11		100		30								
洞察之白金锈凤戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	白金装备	0	99999	10	0	31	60	60																			36	85											53		6		301		2		11		100		30								
洞察之翡翠玉项圈	0	4	1	\spr\item\equip\nick\obj-neck20.spr	36	2	1	白金装备	2	99999	10	0	31	60	60																			36	85											65		6		298		2		11		100		30								
定业头冠	0	7	6	\spr\item\equip\cap\obj-ma-cap20-3.spr	28	2	2	白金装备	0	99999	10	0	30	310	310	31	60	60																36	90																							31								
定业战袍	0	2	20	\spr\item\equip\armor\obj-ma-cloth20-3.spr	22	2	3	白金装备	4	99999	10	0	30	630	630	31	60	60																36	90																							31								
定业腰带	0	6	1	\spr\item\equip\sash\obj-sash20.spr	33	2	1	白金装备	3	99999	10	0	30	140	140	31	60	60																36	90																							31								
定业护腕	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	白金装备	1	99999	10	0	30	115	115	31	60	60																36	90																							31								
定业战靴	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	白金装备	2	99999	10	0	30	140	140	31	60	60																36	90																							31								
定业扳指	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	白金装备	2	99999	10	0	31	60	60																			36	90																							31								
定国头冠	0	7	4	\spr\item\equip\cap\obj-ma-cap15-3.spr	31	2	2	白金装备	0	99999	10	0	30	350	350	31	60	60																36	99																							32								
定国战袍	0	2	18	\spr\item\equip\armor\obj-ma-cloth14-1.spr	23	2	3	白金装备	4	99999	10	0	30	720	720	31	60	60																36	99																							32								
定国腰箍	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	白金装备	3	99999	10	0	30	160	160	31	60	60																36	99																							32								
定国护腕	0	8	1	\spr\item\equip\bangle\obj-bangle19.spr	34	1	2	白金装备	1	99999	10	0	30	135	135	31	60	60																36	99																							32								
定国战靴	0	5	1	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	白金装备	2	99999	10	0	30	160	160	31	60	60																36	99																							32								
定国扳指	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	白金装备	2	99999	10	0	31	60	60																			36	99																							32								
定国之青纱长衫	0	2	3	\Spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	白金装备	0	99999	8	0	30	630	630	31	80	80																36	85											306		2										33								
定国之钨砂发冠	0	7	3	\Spr\item\equip\cap\obj-ma-cap12-1.spr	28	2	2	白金装备	2	99999	9	0	30	260	260	31	70	70																36	75											1		307										33								
定国之赤绢软靴	0	5	1	\Spr\item\equip\boots\obj-shoes06.spr	26	2	2	白金装备	1	99999	8	0	30	140	140	31	70	70																36	80											308		2										33								
定国之紫藤护腕	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	白金装备	3	99999	8	0	30	111	111	31	60	60																36	75											1		309										33								
定国之银蚕腰带	0	6	1	\Spr\item\equip\sash\obj-sash17.spr	33	2	1	白金装备	4	99999	8	0	30	140	140	31	60	60																36	75											1		28										33								
安邦之冰晶石项链	0	4	0	\Spr\item\equip\nick\obj-neck07.spr	36	2	1	白金装备	4	99999	10	0																						36	85											310												34								
安邦之菊花石指环	0	3	0	\Spr\item\equip\ring\obj-ring07.spr	37	1	1	白金装备	2	99999	8	0																						36	80											6		312										34								
安邦之田黄石玉佩	0	9	1	\Spr\item\equip\waist\obj-waist18.spr	36	1	2	白金装备	1	99999	8	0																						36	75											6		313										34								
安邦之鸡血石戒指	0	3	0	\Spr\item\equip\ring\obj-ring06.spr	37	1	1	白金装备	3	99999	8	0																						36	80											6		311										34								
天煌龙器之龙抬头	0	7	4	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	白金装备	2	99999	6	0	30	315	315	31	75	75																36	60											2		316										35								
天煌龙器之白龙息	0	2	18	\spr\item\equip\armor\obj-ma-cloth13-3.spr	22	2	3	白金装备	0	99999	6	0	30	630	630	31	80	80																36	60											2		316										35								
天煌龙器之镇冥之链	0	4	1	\spr\item\equip\nick\obj-neck13.spr	36	2	1	白金装备	1	99999	6	0																						36	60											6		316										35								
天煌龙器之九现之指	0	3	0	\Spr\item\equip\ring\obj-ring08.spr	37	1	1	白金装备	2	99999	6	0																						36	60											6		316										35								
天煌龙器之玉逍遥	0	6	1	\Spr\item\equip\sash\obj-sash20.spr	33	2	1	白金装备	4	99999	6	0	30	140	140	31	70	70																36	60											2		316										35								
天煌龙器之黄金鳞	0	8	1	\Spr\item\equip\bangle\obj-bangle20.spr	34	1	2	白金装备	3	99999	6	0	30	111	111	31	70	70																36	60											2		316										35								
天煌龙器之磐龙瑰	0	9	1	\Spr\item\equip\waist\obj-waist16.spr	36	1	2	白金装备	0	99999	6	0																						36	60											6		316										35								
天煌龙器之龙哭千里	0	5	1	\Spr\item\equip\boots\obj-shoes07.spr	26	2	2	白金装备	4	99999	6	0	30	140	140	31	75	75																36	60											2		316										35								
天煌龙器之怒龙之瞳	0	3	0	\Spr\item\equip\ring\obj-ring09.spr	37	1	1	白金装备	1	99999	6	0																						36	60											6		316										35								
金枫之青阳盔	0	7	4	\spr\item\equip\cap\obj-ma-cap13-2.spr	28	2	2	白金装备	2	99999	5	0	30	315	315	31	75	75																36	40											2		358		6								36								
金枫之麒麟血	0	2	18	\spr\item\equip\armor\obj-ma-cloth14-1.spr	22	2	3	白金装备	0	99999	5	0	30	630	630	31	80	80																36	40											2		37		6								36								
金枫之濯之链光	0	4	1	\spr\item\equip\nick\obj-neck19.spr	36	2	1	白金装备	1	99999	5	0																						36	30											366		355		368								36								
金枫之公谨三叹	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	白金装备	2	99999	5	0																						36	40											367		318		368								36								
金枫之夺魂玉带	0	6	1	\spr\item\equip\sash\obj-sash09.spr	33	2	1	白金装备	4	99999	5	0	30	140	140	31	70	70																36	50											314		365		363								36								
金枫之后羿引弓	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	白金装备	3	99999	5	0	30	111	111	31	70	70																36	50											314		359		363								36								
金枫之兰亭玉	0	9	1	\spr\item\equip\waist\obj-waist17.spr	36	1	2	白金装备	0	99999	5	0																						36	40											367		361		368								36								
金枫之千里草上飞	0	5	1	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	白金装备	4	99999	5	0	30	140	140	31	75	75																36	30											2		360		364								36								
金枫之铜雀春深	0	3	0	\Spr\item\equip\ring\obj-ring06.spr	37	1	1	白金装备	1	99999	5	0																						36	60											367		356		368								36								
侠骨之铁血衫	0	2	3	\spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	白金装备	2	99999	5	0	30	360	360	31	60	60																36	40	32	50	33	50			38	0			2		306										37								
侠骨之多情环	0	4	1	\spr\item\equip\nick\obj-neck14.spr	36	2	1	白金装备	2	99999	5	0																						36	35	38	0									6		26		2								37								
侠骨之丹心戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	白金装备	0	99999	5	0																						36	45	38	0									55												37								
侠骨之情意结	0	9	1	\spr\item\equip\waist\obj-waist13.spr	36	1	2	白金装备	4	99999	5	0																						36	50	38	0									3		84		366								37								
柔情之巾帼霓裳	0	2	11	\spr\item\equip\armor\obj-fm-cloth14-3.spr	25	2	3	白金装备	0	99999	5	0	30	360	360	31	60	60																36	40	32	50	33	50			38	1			2		91		130								38								
柔情之淑女项链	0	4	0	\spr\item\equip\nick\obj-neck07.spr	36	2	1	白金装备	0	99999	5	0																						36	35	38	1									6		34										38								
柔情之凤仪戒指	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	白金装备	4	99999	5	0																						36	45	38	1									63												38								
柔情之慧心玉佩	0	9	0	\spr\item\equip\waist\obj-waist16.spr	36	1	2	白金装备	3	99999	5	0																						36	50	38	1									1		95										38								
