SkillName	Property	SkillId	Attrib	SkillStyle	SkillIcon	PreCastSpr	ManCastSnd	FMCastSnd	StateSpecialId	StatePriority	IsAura	LRSkill	NeedShadow	AttackRadius	MaxShadowNum	MslsGenerate	MslsGenerateData	CharClass	MisslesForm	ChildSkillId	ChildSkillLevel	ChildSkillNum	BaseSkill	CharAnimId	EventSkillLevel	IsMelee	WaitTime	IsSaveCd	ClientSend	SkillCostType	CostValue	TimePerCast	TimePerCastOnHorse	IsPhysical	TargetOnly	TargetEnemy	TargetAlly	TargetSelf	TargetOther	TargetObj	TargetNoNpc	ByMissle	IsUseAR	StartEvent	StartSkillId	FlyEvent	FlySkillId	FlyEventTime	CollideEvent	CollidSkillId	VanishedEvent	VanishedSkillId	ReqLevel	MaxLevel	EqtLimit	HorseLimit	DoHurt	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	IsExpSkill	Series	ShowAddition	LvlSetScript	LvlSetting1	LvlData1	LvlSetting2	LvlData2	LvlSetting3	LvlData3	LvlSetting4	LvlData4	LvlSetting5	LvlData5	LvlSetting6	LvlData6	LvlSetting7	LvlData7	LvlSetting8	LvlData8	LvlSetting9	LvlData9	LvlSetting10	LvlData10	LvlSetting11	LvlData11	LvlSetting12	LvlData12	LvlSetting13	LvlData13	LvlSetting14	LvlData14	LvlSetting15	LvlData15	LvlSetting16	LvlData16	LvlSetting17	LvlData17	LvlSetting18	LvlData18	LvlSetting19	LvlData19	LvlSetting20	LvlData20	LevelUpScript	SkillDesc
阳关三叠	外功系攻击	35	101	1	\spr\Ui\技能图标\icon_sk_tw_63.spr		\sound\skill\sound_k003.wav	0	0	0	0	0	0	90	0	1	8	1	12	221	-1	3	0	10	0	1	0		0	2	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	30	20	3	1	80	0	10		0					0	0	0	0	1	\script\skill\tianwang.lua	physicsenhance_p	yangguan_sandie	attackrating_p	yangguan_sandie	addskilldamage1	yangguan_sandie	missle_speed_v	yangguan_sandie	skill_attackradius	yangguan_sandie	skill_cost_v	yangguan_sandie	missle_lifetime_v	yangguan_sandie	seriesdamage_p	yangguan_sandie	addskilldamage2	yangguan_sandie	addskilldamage3	yangguan_sandie	addskilldamage4	yangguan_sandie		yangguan_sandie		yangguan_sandie		yangguan_sandie		yangguan_sandie		yangguan_sandie		yangguan_sandie		yangguan_sandie		yangguan_sandie		yangguan_sandie		天王枪法中级招式，一连发出三招攻击对手。
天王战意	主动属性加强	36	9999	3	\spr\Ui\技能图标\icon_sk_tw_23.spr		\sound\skill\sound_k003.wav		0	0	0	3	0	0	0	0	0	1	7	0	-1	0	0	11	0	0	0		0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	30	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\tianwang.lua	lifemax_p	tianwang_zhanyi	lifemax_yan_p	tianwang_zhanyi	deadlystrikeenhance_p	tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		tianwang_zhanyi		天王高级心法，能增加自身的生命上限。
泼风斩	外功系攻击	37	102	1	\spr\Ui\技能图标\icon_sk_tw_31.spr		\sound\skill\sound_k004.wav	0	0	0	0	0	1	90	5	1	8	1	12	222	-1	1	0	9	0	1	0		0	2	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	30	20	1	0	80	0	0		0					0	0	0	0	1	\script\skill\tianwang.lua	physicsenhance_p	pofeng_zhan	seriesdamage_p	pofeng_zhan	addskilldamage1	pofeng_zhan	missle_speed_v	pofeng_zhan	skill_attackradius	pofeng_zhan	skill_cost_v	pofeng_zhan	missle_lifetime_v	pofeng_zhan	addskilldamage2	pofeng_zhan	addskilldamage3	pofeng_zhan	addskilldamage4	pofeng_zhan	addskilldamage5	pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		天王刀法进阶招式，对敌人造成一般程度的伤害。
盘古九式取消		38		1	\spr\Ui\技能图标\icon_sk_tw_32.spr		\sound\skill\sound_k004.wav	0	0	0	0	0	0	90	0	1	5	1	10	223	-1	1	0	9	0	1	0		0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	40	20	-2	1	80	0	0		0					0	0	0	-1	1	\script\skill\tianwang.lua	stun_p		skill_cost_v																																							天王高级招式，一定几率会震晕敌人。
沾衣十八跌取消		39		2	\spr\Ui\技能图标\icon_sk_tw_33.spr		\sound\skill\sound_k004.wav		48	3	0	2	0	0	0	0	0	1	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\tianwang.lua	meleedamagereturn_p		skill_cost_v																																							天王特殊心法，反弹敌人对自己的近身攻击伤害。
断魂刺	外功系攻击	40	100	1	\spr\Ui\技能图标\icon_sk_tw_41.spr		\sound\skill\sound_k005.wav	0	0	0	0	2	1	200	5	1	5	1	11	224	-1	1	0	9	0	1	3		0	2	0	27	27	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	35	0	32		5					0	0	0	-1	1	\script\skill\tianwang.lua	physicsenhance_p	duanhun_ci	stun_p	duanhun_ci	deadlystrike_p	duanhun_ci	missle_speed_v	duanhun_ci	skill_attackradius	duanhun_ci	skill_cost_v	duanhun_ci	skill_param1_v	duanhun_ci	skill_param2_v	duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		天王中级武功，冲撞中爆发出加倍的伤害力并将敌人撞晕。
血战八方	外功系攻击	41	101	1	\spr\Ui\技能图标\icon_sk_tw_64.spr		\sound\skill\sound_k005.wav	0	0	0	0	0	1	90	5	1	4	1	12	225	-1	4	0	9	0	1	0		0	2	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	60	20	3	1	60	0	9		0					0	0	0	0	1	\script\skill\tianwang.lua	physicsenhance_p	xuezhan_bafang	attackrating_p	xuezhan_bafang	deadlystrike_p	xuezhan_bafang	addskilldamage1	xuezhan_bafang	missle_speed_v	xuezhan_bafang	skill_attackradius	xuezhan_bafang	skill_cost_v	xuezhan_bafang	missle_lifetime_v	xuezhan_bafang	seriesdamage_p	xuezhan_bafang	addskilldamage2	xuezhan_bafang	addskilldamage3	xuezhan_bafang	addskilldamage4	xuezhan_bafang		xuezhan_bafang		xuezhan_bafang		xuezhan_bafang		xuezhan_bafang		xuezhan_bafang		xuezhan_bafang		xuezhan_bafang		xuezhan_bafang		天王枪法高级招式，一连发出四招攻击对手。
金钟罩	主动防御辅助	42	100	2	\spr\Ui\技能图标\icon_sk_tw_43.spr		\sound\skill\sound_k005.wav		49	3	0	2	0	0	0	0	0	1	7	0	-1	0	0	11	0	0	0		0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\tianwang.lua	physicsres_p	jinzhong_zhao	coldres_p	jinzhong_zhao	fireres_p	jinzhong_zhao	skill_cost_v	jinzhong_zhao	poisonres_p	jinzhong_zhao		jinzhong_zhao		jinzhong_zhao		jinzhong_zhao		jinzhong_zhao		jinzhong_zhao		jinzhong_zhao		jinzhong_zhao		jinzhong_zhao		jinzhong_zhao		jinzhong_zhao		jinzhong_zhao		jinzhong_zhao		jinzhong_zhao		jinzhong_zhao		jinzhong_zhao		天王硬功心法，短时间内能增加自己的防御能力。
唐门暗器	被动攻击辅助	43	306	3	\spr\Ui\技能图标\icon_sk_tm_aq.spr				0	0	0	3	0	0	0	0	0	3	7	0	-1	0	0	14	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\tangmen.lua	addphysicsdamage_p	tangmen_anqi		tangmen_anqi		tangmen_anqi		tangmen_anqi		tangmen_anqi		tangmen_anqi		tangmen_anqi		tangmen_anqi		tangmen_anqi		tangmen_anqi		tangmen_anqi		tangmen_anqi		tangmen_anqi		tangmen_anqi		tangmen_anqi		tangmen_anqi		tangmen_anqi		tangmen_anqi		tangmen_anqi		tangmen_anqi		提高使用暗器的能力。
唐门刀法	被动攻击辅助	44		3	\spr\Ui\技能图标\刀法.spr				0	0	0	3	0	0	0	0	0	3	7	0	-1	0	0	14	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\tangmen.lua	addphysicsdamage_p		attackratingenhance_p		deadlystrikeenhance_p																																					提高使用刀类武器的能力。
霹雳弹	内功系攻击	45	305	0	\spr\Ui\技能图标\icon_sk_tm_01.spr		\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	0	400	0	0	0	3	1	35	-1	1	1	11	0	0	5		0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	1	1	\script\skill\tangmen.lua	physicsenhance_p	pili_dan	deadlystrike_p	pili_dan	addskilldamage1	pili_dan	addskilldamage2	pili_dan	addskilldamage3	pili_dan	skill_cost_v	pili_dan	poisondamage_v	pili_dan	seriesdamage_p	pili_dan	addskilldamage4	pili_dan	addskilldamage5	pili_dan	addskilldamage6	pili_dan	addskilldamage7	pili_dan	addskilldamage8	pili_dan	addskilldamage9	pili_dan		pili_dan		pili_dan		pili_dan		pili_dan		pili_dan		pili_dan		唐门入门武功，用小号的火器霹雳弹炸伤敌人。
刀刃机关取消		46		4	\spr\Ui\技能图标\icon_sk_tm_02.spr				0	0	0	2	0	180	0	0	0	3	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\tangmen.lua	physicsdamage_v		summonnpctime_v		skill_cost_v																																					唐门入门级机关陷阱技巧，对单个敌人造成物理伤害。
夺魂镖	外功系攻击	47	301	0	\spr\Ui\技能图标\icon_sk_tm_11.spr		\sound\skill\sound_k002.wav	\sound\skill\sound_k007.wav	0	0	0	0	0	450	0	0	0	3	1	116	-1	1	1	11	0	0	5		0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	100	1	80	0	0		0					0	0	0	1	1	\script\skill\tangmen.lua	physicsenhance_p	duohun_biao	poisondamage_v	duohun_biao	addskilldamage1	duohun_biao	poisondamage_v	duohun_biao	missle_speed_v	duohun_biao	skill_attackradius	duohun_biao	skill_cost_v	duohun_biao	seriesdamage_p	duohun_biao	addskilldamage2	duohun_biao	addskilldamage3	duohun_biao	addskilldamage4	duohun_biao		duohun_biao		duohun_biao		duohun_biao		duohun_biao		duohun_biao		duohun_biao		duohun_biao		duohun_biao		duohun_biao		唐门进阶武功，必须装备飞镖类暗器。
心眼	被动攻击辅助	48	9999	3	\spr\Ui\技能图标\icon_sk_tm_13.spr				0	0	0	3	0	0	0	0	0	3	7	0	-1	0	0	14	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	30	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\tangmen.lua	addcolddamage_v	xinyan	addpoisondamage_v	xinyan	poisonenhance_p	xinyan	deadlystrikeenhance_p	xinyan	attackspeed_v	xinyan	addphysicsdamage_p	xinyan	lifemax_yan_p	xinyan		xinyan		xinyan		xinyan		xinyan		xinyan		xinyan		xinyan		xinyan		xinyan		xinyan		xinyan		xinyan		xinyan		唐门镇派心法，提高使用暗器时的速度和会心一击的几率。
地焰机关取消		49		4	\spr\Ui\技能图标\icon_sk_tm_12.spr	\spr\skill\五毒教\wdu_13_魔法施放.spr			0	0	0	2	0	180	0	0	0	3	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\tangmen.lua	allres_p																																									唐门进阶级机关陷阱术，附加了火球伤害。
追心箭	外功系攻击	50	302	0	\spr\Ui\技能图标\icon_sk_tm_22.spr		\sound\skill\sound_k003.wav	\sound\skill\sound_k008.wav	0	0	0	0	0	360	0	2	4	3	1	37	-1	2	1	11	0	0	5		0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	101	1	0	0	0		0					0	0	0	1	1	\script\skill\tangmen.lua	physicsenhance_p	zhuixin_jian	deadlystrike_p	zhuixin_jian	addskilldamage1	zhuixin_jian	missle_speed_v	zhuixin_jian	skill_attackradius	zhuixin_jian	skill_cost_v	zhuixin_jian	poisondamage_v	zhuixin_jian	seriesdamage_p	zhuixin_jian	addskilldamage2	zhuixin_jian		zhuixin_jian		zhuixin_jian		zhuixin_jian		zhuixin_jian		zhuixin_jian		zhuixin_jian		zhuixin_jian		zhuixin_jian		zhuixin_jian		zhuixin_jian		zhuixin_jian		唐门中级武功，必须装备飞刀类暗器。
青木取消		51		3	\spr\Ui\技能图标\icon_sk_tm_21.spr				0	0	0	3	0	0	0	0	0	3	7	0	-1	0	0	14	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\tangmen.lua	lightingres_p																																									唐门独门内功，能增加雷抗性。
暗雷机关取消		52		4	\spr\Ui\技能图标\icon_sk_tm_23.spr	\spr\skill\五毒教\wdu_13_魔法施放.spr			0	0	0	2	0	180	0	0	0	3	6	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\tangmen.lua	allres_p																																									唐门中级机关陷阱术，附带了电系伤害。
短兵物理攻击	外功系攻击	53		0	\spr\Ui\技能图标\icon_sk_ty_ap.spr		0	0	0	0	0	0	0	75	0	0	0	0	1	63	-1	1	1	9	0	1	5		0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	-2	0	80	1	0		0					0	0	0	-1	1	\script\skill\special\近程物理攻击.lua	physicsenhance_p		attackrating_p		skill_cost_v																																					普通攻击。
漫天花雨	内功系攻击	54	303	0	\spr\Ui\技能图标\icon_sk_tm_32.spr	\spr\skill\五毒教\wdu_13_魔法施放.spr	0	0	0	0	0	0	0	400	0	0	0	3	6	38	-1	1	1	11	1	0	5		0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	30	20	102	1	0	0	0		0					0	0	0	1	1	\script\skill\tangmen.lua	physicsenhance_p	mantian_huayu	deadlystrike_p	mantian_huayu	addskilldamage1	mantian_huayu	skill_attackradius	mantian_huayu	skill_cost_v	mantian_huayu	poisondamage_v	mantian_huayu	seriesdamage_p	mantian_huayu	addskilldamage2	mantian_huayu		mantian_huayu		mantian_huayu		mantian_huayu		mantian_huayu		mantian_huayu		mantian_huayu		mantian_huayu		mantian_huayu		mantian_huayu		mantian_huayu		mantian_huayu		mantian_huayu		唐门高级武功，用暗器攻击大范围的敌人。
淬毒术	主动攻击辅助	55		2	\spr\Ui\技能图标\icon_sk_tm_31.spr	\spr\skill\五毒教\wdu_13_魔法施放.spr			35	3	0	2	0	0	0	0	0	3	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\tangmen.lua	addpoisondamage_v		skill_cost_v																																							唐门使毒奇技，短时间内暗器攻击增加毒伤害。
寒霜机关取消		56		4	\spr\Ui\技能图标\icon_sk_tm_33.spr	\spr\skill\五毒教\wdu_13_魔法施放.spr			0	0	0	2	0	180	0	0	0	3	6	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\tangmen.lua	allres_p																																									唐门高级机关陷阱术，附加了冰系伤害。
冰魄寒光	主动攻击辅助	57		2	\spr\Ui\技能图标\icon_sk_tm_42.spr	\spr\skill\五毒教\wdu_13_魔法施放.spr			36	3	0	2	0	0	0	0	0	3	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\tangmen.lua	addcolddamage_v		skill_cost_v																																							唐门独门奇技，短时间内暗器攻击增加冰伤害。
天罗地网	外功系攻击	58	303	0	\spr\Ui\技能图标\icon_sk_tm_43.spr		\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	0	520	0	0	0	3	1	67	-1	1	1	11	1	0	5		0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	227	0	0	60	20	102	0	0	0	0		0					0	0	0	1	1	\script\skill\tangmen.lua	physicsenhance_p	tianluo_diwang	deadlystrike_p	tianluo_diwang	addskilldamage1	tianluo_diwang	missle_speed_v	tianluo_diwang	skill_attackradius	tianluo_diwang	skill_cost_v	tianluo_diwang	poisondamage_v	tianluo_diwang	seriesdamage_p	tianluo_diwang	addskilldamage2	tianluo_diwang		tianluo_diwang		tianluo_diwang		tianluo_diwang		tianluo_diwang		tianluo_diwang		tianluo_diwang		tianluo_diwang		tianluo_diwang		tianluo_diwang		tianluo_diwang		tianluo_diwang		唐门独门暗器，击中对手后可以飞射出更多的暗器，大面积伤害对手。
九宫地煞取消		59		4	\spr\Ui\技能图标\icon_sk_tm_41.spr	\spr\skill\五毒教\wdu_13_魔法施放.spr			0	0	0	2	0	180	0	0	0	3	6	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\skill.lua	allres_p																																									唐门最高级机关陷阱术，毒伤一片区域内的敌人。
五毒刀法	被动攻击辅助	60	404	3	\spr\Ui\技能图标\icon_sk_wd_df.spr				0	0	0	3	0	0	0	0	0	3	7	0	-1	0	0	14	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	1	0	0	0	0		0					0	0	0	-1	1	\script\skill\wudu.lua	addphysicsdamage_p	wudu_daofa	deadlystrikeenhance_p	wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		提高使用刀类武器的能力。
五毒棒法取消	被动攻击辅助	61		3	\spr\Ui\技能图标\棍法.spr				0	0	0	3	0	0	0	0	0	3	7	0	-1	0	0	14	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\wudu.lua	addphysicsdamage_p		attackratingenhance_p		deadlystrikeenhance_p
五毒掌法	被动攻击辅助	62	405	3	\spr\Ui\技能图标\icon_sk_wd_zf.spr				0	0	0	3	0	0	0	0	0	3	7	0	-1	0	0	14	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\wudu.lua	addpoisonmagic_v	wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		五毒的入门掌法，练了之后具有一定的毒攻击能力。
毒砂掌	内功系攻击	63	402	0	\spr\Ui\技能图标\icon_sk_wd_01.spr		\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	0	180	0	0	0	3	1	30	-1	1	1	11	0	0	5		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	1	1	\script\skill\wudu.lua	poisondamage_v	dusha_zhang	addskilldamage1	dusha_zhang	missle_speed_v	dusha_zhang	skill_attackradius	dusha_zhang	skill_cost_v	dusha_zhang	seriesdamage_p	dusha_zhang	addskilldamage2	dusha_zhang	addskilldamage3	dusha_zhang	addskilldamage4	dusha_zhang	addskilldamage5	dusha_zhang		dusha_zhang		dusha_zhang		dusha_zhang		dusha_zhang		dusha_zhang		dusha_zhang		dusha_zhang		dusha_zhang		dusha_zhang		dusha_zhang		五毒入门武功，攻击单个敌人带有少量毒伤害。
冰蓝玄晶	主动攻击辅助	64	403	0	\spr\Ui\技能图标\icon_sk_wd_02.spr	\spr\skill\五毒教\wdu_13_魔法施放.spr			8	3	0	2	0	440	0	0	0	3	6	20	-1	1	1	11	0	0	0		0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\wudu.lua	coldres_p	binglan_xuanjing	skill_cost_v	binglan_xuanjing	coldresmax_p	binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		五毒秘门毒药，挥洒之后使对手丧失一定的冰防能力。
血刀毒杀	内功系攻击	65	401	0	\spr\Ui\skill\血刀毒杀.spr		\sound\skill\sound_k002.wav	\sound\skill\sound_k007.wav	0	0	0	0	0	400	0	0	0	3	1	31	-1	1	1	11	0	0	5		0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	1	0	0	0	0		0					0	0	0	1	1	\script\skill\wudu.lua	physicsenhance_p	xuedao_dusha	poisondamage_v	xuedao_dusha	addskilldamage1	xuedao_dusha	missle_speed_v	xuedao_dusha	skill_attackradius	xuedao_dusha	skill_cost_v	xuedao_dusha	seriesdamage_p	xuedao_dusha	addskilldamage2	xuedao_dusha	addskilldamage3	xuedao_dusha		xuedao_dusha		xuedao_dusha		xuedao_dusha		xuedao_dusha		xuedao_dusha		xuedao_dusha		xuedao_dusha		xuedao_dusha		xuedao_dusha		xuedao_dusha		xuedao_dusha		五毒进阶武功，攻击单个敌人并带有一定毒伤害。
杂难药经	被动防御辅助	66	400	3	\spr\Ui\技能图标\icon_sk_wd_12.spr				0	0	0	3	0	0	0	0	0	3	7	0	-1	0	0	14	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\wudu.lua	poisonres_p	zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		五毒必学使毒心法，能增加抗毒性。
九天狂雷	主动攻击辅助	67	403	0	\spr\Ui\技能图标\icon_sk_wd_13.spr	\spr\skill\五毒教\wdu_13_魔法施放.spr			9	3	0	2	0	440	0	0	0	3	6	20	-1	1	1	0	0	0	0		0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\wudu.lua	lightingres_p	jiutian_kuanglei	skill_cost_v	jiutian_kuanglei	lightingresmax_p	jiutian_kuanglei		jiutian_kuanglei		jiutian_kuanglei		jiutian_kuanglei		jiutian_kuanglei		jiutian_kuanglei		jiutian_kuanglei		jiutian_kuanglei		jiutian_kuanglei		jiutian_kuanglei		jiutian_kuanglei		jiutian_kuanglei		jiutian_kuanglei		jiutian_kuanglei		jiutian_kuanglei		jiutian_kuanglei		jiutian_kuanglei				五毒的邪门咒术，能降低一定范围内的敌人雷抗性。
幽冥骷髅	内功系攻击	68	402	0	\spr\Ui\技能图标\icon_sk_wd_21.spr	\spr\skill\五毒教\wdu_13_魔法施放.spr	\sound\skill\sound_k003.wav	\sound\skill\sound_k008.wav	0	0	0	0	0	400	0	0	0	3	1	32	-1	1	1	11	0	0	5		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	1	0	0	0		0					0	0	0	1	1	\script\skill\wudu.lua	poisondamage_v	youming_kulou	addskilldamage1	youming_kulou	missle_speed_v	youming_kulou	skill_attackradius	youming_kulou	skill_cost_v	youming_kulou	seriesdamage_p	youming_kulou	addskilldamage2	youming_kulou	addskilldamage3	youming_kulou	addskilldamage4	youming_kulou		youming_kulou		youming_kulou		youming_kulou		youming_kulou		youming_kulou		youming_kulou		youming_kulou		youming_kulou		youming_kulou		youming_kulou		youming_kulou		五毒中级武功，利用火药和毒药制成的骷髅炸弹，能伤害一定范围内的敌人。
无形蛊	光环攻击辅助	69	400	2	\spr\Ui\技能图标\icon_sk_wd_22.spr				6	2	1	2	0	400	0	0	0	3	7	203	-1	1	0	11	0	0	0		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\wudu.lua	poisondamage_v	wuxing_gu	fastwalkrun_p	wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		五毒独门下蛊方法，能对一定范围内的敌人造成毒伤害。
