Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼þÃû	¶ÔÓ¦Îï¼þË÷Òý	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåÐÐÊôÐÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµþ·Å	»ù´¡ÊôÐÔ1ÀàÐÍ	»ù´¡ÊôÐÔ1×îÐ¡Öµ	»ù´¡ÊôÐÔ1×î´óÖµ	»ù´¡ÊôÐÔ2ÀàÐÍ	»ù´¡ÊôÐÔ2×îÐ¡Öµ	»ù´¡ÊôÐÔ2×î´óÖµ	»ù´¡ÊôÐÔ3ÀàÐÍ	»ù´¡ÊôÐÔ3×îÐ¡Öµ	»ù´¡ÊôÐÔ3×î´óÖµ	»ù´¡ÊôÐÔ4ÀàÐÍ	»ù´¡ÊôÐÔ4×îÐ¡Öµ	»ù´¡ÊôÐÔ4×î´óÖµ	»ù´¡ÊôÐÔ5ÀàÐÍ	»ù´¡ÊôÐÔ5×îÐ¡Öµ	»ù´¡ÊôÐÔ5×î´óÖµ	»ù´¡ÊôÐÔ6ÀàÐÍ	»ù´¡ÊôÐÔ6×îÐ¡Öµ	»ù´¡ÊôÐÔ6×î´óÖµ	»ù´¡ÊôÐÔ7ÀàÐÍ	»ù´¡ÊôÐÔ7×îÐ¡Öµ	»ù´¡ÊôÐÔ7×î´óÖµ	ÐèÇóÊôÐÔ1ÀàÐÍ	ÐèÇóÊôÐÔ1ÊýÖµ	ÐèÇóÊôÐÔ2ÀàÐÍ	ÐèÇóÊôÐÔ2ÊýÖµ	ÐèÇóÊôÐÔ3ÀàÐÍ	ÐèÇóÊôÐÔ3ÊýÖµ	ÐèÇóÊôÐÔ4ÀàÐÍ	ÐèÇóÊôÐÔ4ÊýÖµ	ÐèÇóÊôÐÔ5ÀàÐÍ	ÐèÇóÊôÐÔ5ÊýÖµ	ÐèÇóÊôÐÔ6ÀàÐÍ	ÐèÇóÊôÐÔ6ÊýÖµ	Ä§·¨ÊôÐÔË÷Òý1(0¼¶)	Ä§·¨ÊôÐÔË÷Òý1(10¼¶)	Ä§·¨ÊôÐÔË÷Òý2(0¼¶)	Ä§·¨ÊôÐÔË÷Òý2(10¼¶)	Ä§·¨ÊôÐÔË÷Òý3(0¼¶)	Ä§·¨ÊôÐÔË÷Òý3(10¼¶)	Ä§·¨ÊôÐÔË÷Òý4(0¼¶)	Ä§·¨ÊôÐÔË÷Òý4(10¼¶)	Ä§·¨ÊôÐÔË÷Òý5(0¼¶)	Ä§·¨ÊôÐÔË÷Òý5(10¼¶)	Ä§·¨ÊôÐÔË÷Òý6(0¼¶)	Ä§·¨ÊôÐÔË÷Òý6(10¼¶)	ËùÔÚÌ××°	6¼¶¼¼ÄÜID	10¼¶¼¼ÄÜID	À©Õ¹Ì××°	À©Õ¹Ì××°ÐòºÅ	À©Õ¹Ì××°Òþ²ØÊôÐÔ1	À©Õ¹Ì××°Òþ²ØÊôÐÔ2
[Thiªn Tø] B¨ng Hµn NguyÖt ¶nh Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes08.spr	26	2	2	Trang bÞ B¹ch Kim	2	49999	10	0	30	160	160	31	80	80																36	120	32	90	33	110	39	2					2	2	104	104	214	214	338	338	6	6	213	213	15						
[Thiªn Tø] Thiªn Quang Hoa Vò M¹n Thiªn	0	1	2	\spr\item\equip\rangeweapon\obj-adart29.spr	17	2	2	Trang bÞ B¹ch Kim	0	49999	10	0	28	46	46	29	102	102	167	0	0	31	99	99										36	120	32	65	33	230	39	2					8	611	43	43	48	592	71	594	113	595	162	162	16	766	767				
[Thiªn Tø] Thiªn Quang §Þnh T©m Ng­ng ThÇn Phï	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	Trang bÞ B¹ch Kim	4	49999	10	0																						36	120			39	2							2	616	317	307	212	212	107	107	8	697	214	214	16	848	859				
[Thiªn Tø] Thiªn Quang S©m La Thóc §¸i	0	6	0	\spr\item\equip\sash\obj-sash09.spr	32	2	1	Trang bÞ B¹ch Kim	3	49999	10	0	30	111	111	31	80	80																36	120	32	90	33	110	39	2					2	616	309	639	217	217	307	637	6	609	425	643	16	782	815				
[Thiªn Tø] Thiªn Quang §Þa Hµnh Thiªn Lý Ngoa	0	5	1	\Spr\item\equip\boots\obj-shoes07.spr	26	2	2	Trang bÞ B¹ch Kim	2	49999	10	0	30	135	135	31	80	80																36	120	32	75	33	90	39	2					2	2	339	339	437	437	317	317	6	6	216	216	16						
[Thiªn Tø] Thiªn Quang Thóc Thiªn Ph­îc §Þa Hoµn	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Trang bÞ B¹ch Kim	2	49999	10	0																						36	120			39	2							129	129	130	130	747	739	748	740	742	750			16	881	880				
[Thiªn Tø] S©m Hoang Phi Tinh §o¹t Hån	0	1	0	\spr\item\equip\rangeweapon\obj-adart27.spr	15	1	1	Trang bÞ B¹ch Kim	0	49999	10	0	28	42	42	29	98	98	167	0	0	31	99	99										36	120	32	90	33	110	39	2					4	618	43	43	48	592	71	594	113	595	162	162	17	766	767				
[Thiªn Tø] S©m Hoang Kim TiÒn Liªn Hoµn Gi¸p	0	2	6	\spr\item\equip\armor\obj-ma-cloth20-1.spr	22	2	3	Trang bÞ B¹ch Kim	4	49999	10	0	30	720	720	31	90	90																36	120	32	110	33	165	39	2					4	4	306	306	212	212	317	317					17						
[Thiªn Tø] S©m Hoang Hån Gi¶o Yªu Thóc	0	6	0	\spr\item\equip\sash\obj-sash08.spr	32	2	1	Trang bÞ B¹ch Kim	3	49999	10	0	30	160	160	31	80	80																36	120	32	90	33	110	39	2					418	4	309	639	219	219	307	637	6	609	423	642	17	783	814				
[Thiªn Tø] S©m Hoang HuyÒn ThiÕt T­¬ng Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist11.spr	34	1	2	Trang bÞ B¹ch Kim	1	49999	10	0																						36	120	39	2									129	129	130	130	747	739	748	740	742	750			17	883	882				
[Thiªn Tø] S©m Hoang Tinh VÉn Phi Lý	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Trang bÞ B¹ch Kim	2	49999	10	0	30	160	160	31	80	80																36	120	32	90	33	110	39	2					418	694	340	340	320	588	307	637	6	609	214	214	17	849	858				
[Thiªn Tø] §Þa Ph¸ch Ngò Hµnh Liªn Hoµn Qu¸n	0	7	3	\spr\item\equip\cap\obj-ma-cap12-3.spr	28	2	2	Trang bÞ B¹ch Kim	4	49999	10	0	30	315	315	31	85	85																36	120	32	110	39	2							418	418	341	341	437	437	307	307	6	6	224	224	18						
[Thiªn Tø] §Þa Ph¸ch H¾c DiÖm Xung Thiªn Liªn	0	4	1	\spr\item\equip\nick\obj-neck19.spr	36	2	1	Trang bÞ B¹ch Kim	3	49999	10	0																						36	120	39	2									1	1	222	222	221	221	95	95	8	8	107	107	18						
[Thiªn Tø] §Þa Ph¸ch TÝch LÞch L«i Háa Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ B¹ch Kim	1	49999	10	0																						36	120	39	2									129	129	130	130	747	739	748	740	742	750			18	885	884				
[Thiªn Tø] §Þa Ph¸ch KhÊu T©m Tr¹c	0	8	1	\spr\item\equip\bangle\obj-bangle19.spr	34	1	2	Trang bÞ B¹ch Kim	2	49999	10	0	30	111	111	31	80	80																36	120	32	90	39	2							418	418	309	309	223	223	307	307	6	6	423	423	18						
[Thiªn Tø] §Þa Ph¸ch Phong Hµn Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash05.spr	33	2	1	Trang bÞ B¹ch Kim	0	49999	10	0	30	140	140	31	80	80																36	120	32	110	39	2							2	2	104	104	163	163	224	224	6	6			18						
[Thiªn Tø] §ång Cõu Ngù Long Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Trang bÞ B¹ch Kim	0	49999	10	0	30	315	315	31	85	85																36	120	32	110	39	6							2	2	342	342	237	237	312	312	6	6			19						
[Thiªn Tø] Ngù Long Gi¸ng Long C¸i Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth18-3.spr	22	2	3	Trang bÞ B¹ch Kim	1	49999	10	0	30	500	500	31	80	80																36	120	32	110	39	6							585	423	438	88	5	608	39	584	630	631	238	238	19	772	804				
[Thiªn Tø] §ång Cõu TiÒm Long Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash06.spr	32	2	1	Trang bÞ B¹ch Kim	2	49999	10	0	30	140	140	31	80	80																36	120	32	110	39	6							2	616	312	596	239	239	309	639	6	609	420	640	19	793	825				
[Thiªn Tø] §ång Cõu Kh¸ng Long Hé Thñ	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Trang bÞ B¹ch Kim	0	49999	10	0	30	111	111	31	80	80																36	120	32	90	39	6							2	616	304	304	240	240	151	631	8	611	164	164	19	846	869				
[Thiªn Tø] §ång Cõu KiÕn Long Ban ChØ	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ B¹ch Kim	4	49999	10	0																						36	120	39	6									129	129	130	130	747	739	748	740	744	752			19	879	878				
[Thiªn Tø] §Þch Kh¸i Lôc Ngäc Tr­îng	0	0	2	\spr\item\equip\closeweapon\obj-staff15.spr	11	1	4	Trang bÞ B¹ch Kim	2	49999	10	0	28	69	69	29	128	128	167	-10	-10	31	99	99										36	120	32	180	39	6							46	592	69	593	113	595	73	73	42	42	164	164	20	766	767				
[Thiªn Tø] §Þch Kh¸i Cöu §¹i C¸i Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth18-3.spr	22	2	3	Trang bÞ B¹ch Kim	0	49999	10	0	30	720	720	31	90	90																36	120	32	260	39	6							2	2	306	306	242	242	312	312	6	6	289	289	20						
[Thiªn Tø] §Þch Kh¸i TriÒn M·ng Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash05.spr	33	2	1	Trang bÞ B¹ch Kim	4	49999	10	0	30	160	160	31	80	80																36	120	32	135	39	6							2	616	309	639	243	243	312	596	6	609	343	343	20	792	824				
[Thiªn Tø] §Þch Kh¸i CÈu TÝch B× Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Trang bÞ B¹ch Kim	3	49999	10	0	30	140	140	31	80	80																36	120	32	110	39	6							2	617	423	642	244	244	312	596	6	609	420	640	20	848	868				
[Thiªn Tø] §Þch Kh¸i Th¶o Gian Th¹ch Giíi	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	Trang bÞ B¹ch Kim	1	49999	10	0																						36	120	39	6									129	129	130	130	747	739	748	740	744	752			20	881	880				
[Thiªn Tø] Ma S¸t Quû Cèc U Minh Th­¬ng	0	0	3	\spr\item\equip\closeweapon\obj-spear05.spr	12	1	4	Trang bÞ B¹ch Kim	2	49999	10	0	28	18	18	29	158	158	167	30	30	31	99	99										36	120	32	165	33	165	39	7					46	592	69	593	51	625	73	73	43	43	165	165	21	766	767				
[Thiªn Tø] Ma S¸t Tµn D­¬ng Anh HuyÕt Gi¸p	0	2	16	\spr\item\equip\armor\obj-ma-cloth09-3.spr	23	2	3	Trang bÞ B¹ch Kim	0	49999	10	0	30	720	720	31	90	90																36	120	32	210	39	7							4	701	306	695	423	642	419	638	421	702	247	247	21	846	866				
[Thiªn Tø] Ma S¸t XÝch Ký Táa Yªu KhÊu	0	6	1	\spr\item\equip\sash\obj-sash16.spr	33	2	1	Trang bÞ B¹ch Kim	4	49999	10	0	30	160	160	31	80	80																36	120	32	135	39	7							418	4	309	639	417	31	312	596	6	609	344	344	21	790	822				
[Thiªn Tø] Ma S¸t Cö Háa Liªu Thiªn Uyªn	0	7	3	\Spr\item\equip\cap\obj-ma-cap12-1.spr	28	2	2	Trang bÞ B¹ch Kim	2	49999	10	0	30	135	135	31	80	80																36	120	32	110	39	7							4	4	344	344	248	248	85	85	6	6	246	246	21						
[Thiªn Tø] Ma S¸t V©n Long Thæ Ch©u Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ B¹ch Kim	1	49999	10	0																						36	120	39	7									129	129	130	130	747	739	748	740	744	752			21	879	878				
[Thiªn Tø] Ma Hoµng Kim Gi¸p Kh«i	0	7	2	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Trang bÞ B¹ch Kim	0	49999	10	0	30	315	315	31	85	85																36	120	32	110	39	7							2	2	346	346	257	257	312	312	6	6	166	166	22						
[Thiªn Tø] Ma Hoµng ¸n XuÊt Hæ H¹ng Khuyªn	0	4	1	\spr\item\equip\nick\obj-neck16.spr	36	2	1	Trang bÞ B¹ch Kim	4	49999	10	0	31	60	60																			36	120	39	7									1	1	60	60	62	62	95	95	87	87	107	107	22						
[Thiªn Tø] Ma Hoµng Khª Cèc Thóc Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash18.spr	32	2	1	Trang bÞ B¹ch Kim	3	49999	10	0	30	140	140	31	80	80																36	120	32	110	39	7							2	2	309	639	254	254	312	596	6	6	420	420	22						
[Thiªn Tø] Ma Hoµng HuyÕt Y Thó Tr¹c	0	8	1	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	Trang bÞ B¹ch Kim	1	49999	10	0	30	111	111	31	80	80																36	120	32	90	39	7							129	129	130	130	747	739	748	740	744	752			22	881	880				
[Thiªn Tø] Ma Hoµng Dung Kim §o¹n NhËt Giíi	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Trang bÞ B¹ch Kim	4	49999	10	0	30	140	140	31	80	80																36	120	32	110	39	7							4	4	320	320	255	255	312	312	6	6	256	256	22						
[Thiªn Tø] Ma ThÞ LiÖt DiÖm Qu¸n MiÖn	0	7	2	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Trang bÞ B¹ch Kim	3	49999	10	0	30	315	315	31	85	85																36	120	32	110	39	7							2	616	345	345	423	642	307	637	6	609	250	250	23	848	867				
[Thiªn Tø] Ma ThÞ LÖ Ma PhÖ T©m Liªn	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Trang bÞ B¹ch Kim	2	49999	10	0																						36	120	39	7									2	2	317	317	8	8	107	107					23						
[Thiªn Tø] Ma ThÞ NghiÖp Háa U Minh Giíi	0	3	0	\spr\item\equip\ring\obj-ring03.spr	37	1	1	Trang bÞ B¹ch Kim	2	49999	10	0																						36	120	39	7									129	129	130	130	747	739	748	740	744	752			23	883	882				
[Thiªn Tø] Ma ThÞ HuyÕt Ngäc ThÊt S¸t Béi	0	9	1	\spr\item\equip\waist\obj-waist13.spr	34	1	2	Trang bÞ B¹ch Kim	0	49999	10	0																						36	120	39	7									2	616	309	639	252	252	311	598	6	609	420	640	23	791	823				
[Thiªn Tø] Ma ThÞ S¬n H¶i Phi Hång Lý	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ B¹ch Kim	4	49999	10	0	30	140	140	31	80	80																36	120	32	110	39	7							2	616	320	588	253	253	312	596	630	631	251	251	23	773	805				
[Thiªn Tø] L¨ng Nh¹c Th¸i Cùc KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword25.spr	9	1	3	Trang bÞ B¹ch Kim	4	49999	10	0	28	46	46	29	86	86	167	0	0	31	99	99										36	120	32	80	39	8							2	616	152	634	6	609	311	598	423	31	167	167	24	774	806				
[Thiªn Tø] L¨ng Nh¹c V« Ng· Thóc §¸i	0	6	1	\spr\item\equip\sash\obj-sash20.spr	33	2	1	Trang bÞ B¹ch Kim	1	49999	10	0	30	630	630	31	90	90																36	120	32	130	39	8							2	2	306	306	263	263	313	313	6	6	285	285	24						
[Thiªn Tø] L¨ng Nh¹c Né L«i Ph¸p Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ B¹ch Kim	1	49999	10	0																						36	120	39	8									2	616	309	639	265	265	313	597	6	609	417	31	24	795	827				
[Thiªn Tø] L¨ng Nh¹c V« Cùc HuyÒn Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist20.spr	36	1	2	Trang bÞ B¹ch Kim	2	49999	10	0																						36	120	39	8									2	616	347	347	266	266	313	597	715	716	264	264	24	847	871				
[Thiªn Tø] L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng Giíi	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Trang bÞ B¹ch Kim	0	49999	10	0																						36	120	39	8									129	129	130	130	747	739	748	740	745	753			24	879	878				
[Thiªn Tø] CËp Phong Ch©n Vò KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword25.spr	9	1	3	Trang bÞ B¹ch Kim	2	49999	10	0	28	46	46	29	86	86	167	0	0	31	99	99										36	120	32	135	39	8							46	592	69	593	51	601	73	73	43	43	167	167	25	766	767				
[Thiªn Tø] CËp Phong Tam Thanh Phï	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Trang bÞ B¹ch Kim	0	49999	10	0	31	60	60																			36	120	39	8									2	616	710	92	62	705	95	96	89	706	107	107	25	850	870				
[Thiªn Tø] CËp Phong HuyÒn Ti Tam §o¹n CÈm	0	6	0	\spr\item\equip\sash\obj-sash10.spr	32	2	1	Trang bÞ B¹ch Kim	4	49999	10	0	30	140	140	31	80	80																36	120	32	110	39	8							2	616	309	639	259	259	307	637	421	8	425	643	25	794	826				
[Thiªn Tø] CËp Phong Thóy Ngäc HuyÒn Hoµng UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle14.spr	34	1	2	Trang bÞ B¹ch Kim	3	49999	10	0																						36	120	39	8									2	2	348	348	258	258	313	313	6	6	260	260	25						
[Thiªn Tø] CËp Phong Thanh Tïng Ph¸p Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ B¹ch Kim	1	49999	10	0																						36	120	39	8									129	129	130	130	747	739	748	740	745	753			25	881	880				
[Thiªn Tø] S­¬ng Tinh Thiªn Niªn Hµn ThiÕt	0	0	1	\spr\item\equip\closeweapon\obj-blade25.spr	10	1	4	Trang bÞ B¹ch Kim	2	49999	10	0	28	40	40	29	114	114	167	-20	-20	31	99	99										36	120	32	135	39	9							113	595	69	593	46	592	73	73	43	43	168	168	26	766	767				
[Thiªn Tø] S­¬ng Tinh L­u Tinh C¶n NguyÖt KhÊu	0	9	1	\spr\item\equip\waist\obj-waist17.spr	36	1	2	Trang bÞ B¹ch Kim	3	49999	10	0	30	720	720	31	90	90																36	120	32	260	39	9							4	4	306	306	267	267	317	317	6	6	278	278	26						
[Thiªn Tø] S­¬ng Tinh Thanh Phong Lò §¸i	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Trang bÞ B¹ch Kim	4	49999	10	0	30	160	160	31	80	80																36	120	32	135	39	9							418	4	309	639	269	269	307	637	6	609	417	31	26	797	829				
[Thiªn Tø] S­¬ng Tinh Thiªn Thanh B¨ng Tinh Thñ	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bÞ B¹ch Kim	3	49999	10	0	30	140	140	31	80	80																36	120	32	110	39	9							2	616	349	349	270	270	313	597	6	609	268	268	26	846	873				
[Thiªn Tø] S­¬ng Tinh Phong B¹o ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ B¹ch Kim	1	49999	10	0																						36	120	39	9									129	129	130	130	747	739	748	740	745	753			26	879	878				
[Thiªn Tø] L«i Khung Hµn Tïng B¨ng B¹ch Quan	0	7	1	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	Trang bÞ B¹ch Kim	4	49999	10	0	30	315	315	31	85	85																36	120	32	110	39	9							418	618	304	304	152	627	313	597	6	610	272	272	27	774	806				
[Thiªn Tø] L«i Khung Thiªn §Þa Hé Phï	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	Trang bÞ B¹ch Kim	3	49999	10	0																						36	120	39	9									4	701	95	96	26	709	107	107	322	313	278	278	27	848	872				
[Thiªn Tø] L«i Khung Phong L«i Thanh CÈm §¸i	0	6	0	\spr\item\equip\sash\obj-sash09.spr	32	2	1	Trang bÞ B¹ch Kim	1	49999	10	0	30	140	140	31	80	80																36	120	32	110	39	9							418	4	309	639	274	274	424	646	6	609	417	31	27	796	828				
[Thiªn Tø] L«i Khung Linh Ngäc UÈn L«i	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	Trang bÞ B¹ch Kim	2	49999	10	0																						36	120	39	9									2	2	350	350	275	275	273	273					27						
[Thiªn Tø] L«i Khung Cöu Thiªn DÉn L«i Giíi	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	Trang bÞ B¹ch Kim	0	49999	10	0																						36	120	39	9									129	129	130	130	747	739	748	740	745	753			27	881	880				
[Thiªn Tø] Vô ¶o B¾c Minh §¹o Quan	0	7	1	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	Trang bÞ B¹ch Kim	0	49999	10	0	30	315	315	31	85	85																36	120	32	110	39	9							4	4	271	271	351	351	313	313	6	6	352	352	28						
[Thiªn Tø] Vô ¶o Th¸i Uyªn Ch©n Vò Liªn	0	4	1	\spr\item\equip\nick\obj-neck20.spr	26	2	1	Trang bÞ B¹ch Kim	0	49999	10	0																						36	120	39	9									2	2	313	313	169	169	95	95	8	8	107	107	28						
[Thiªn Tø] Vô ¶o Thóc T©m ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring05.spr	37	1	1	Trang bÞ B¹ch Kim	3	49999	10	0																						36	120	39	9									129	129	130	130	747	739	748	740	745	753			28	883	882				
[Thiªn Tø] Vô ¶o Thanh Anh HuyÒn Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Trang bÞ B¹ch Kim	1	49999	10	0																						36	120	39	9									418	418	309	309	353	353	307	307	6	6	417	417	28						
[Thiªn Tø] Vô ¶o Tïng Phong L«i ¶nh Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ B¹ch Kim	2	49999	10	0	30	140	140	31	80	80																36	120	32	110	39	9							418	418	354	354	320	320	88	88	6	6	423	423	28						
V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	49999	10	0																						36	60											129		130										29						
V« Danh Giíi ChØ 	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	49999	10	0																						36	60											129		130										29						
§éng S¸t B¹ch Kim §iªu Long Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ B¹ch Kim	3	49999	10	0	31	60	60																			36	85											53		6		301		2		11		100		30						
§éng S¸t B¹ch Ngäc Cµn Kh«n Béi	0	9	1	\spr\item\equip\waist\obj-waist20.spr	36	1	2	Trang bÞ B¹ch Kim	4	49999	10	0	31	60	60																			36	80											65		6		298		2		11		100		30						
§éng S¸t B¹ch Kim Tó Phông Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ B¹ch Kim	0	49999	10	0	31	60	60																			36	85											53		6		301		2		11		100		30						
§éng S¸t PhØ Thóy Ngäc H¹ng Khuyªn	0	4	1	\spr\item\equip\nick\obj-neck20.spr	36	2	1	Trang bÞ B¹ch Kim	2	49999	10	0	31	60	60																			36	85											65		6		298		2		11		100		30						
§Þnh NghiÖp §Çu qu¸n	0	7	6	\spr\item\equip\cap\obj-ma-cap20-3.spr	28	2	2	Trang bÞ B¹ch Kim	0	49999	10	0	30	310	310	31	60	60																36	90																							31						
§Þnh NghiÖp ChiÕn bµo	0	2	20	\spr\item\equip\armor\obj-ma-cloth20-3.spr	22	2	3	Trang bÞ B¹ch Kim	4	49999	10	0	30	630	630	31	60	60																36	90																							31						
§Þnh NghiÖp Yªu ®¸i	0	6	1	\spr\item\equip\sash\obj-sash20.spr	33	2	1	Trang bÞ B¹ch Kim	3	49999	10	0	30	140	140	31	60	60																36	90																							31						
§Þnh NghiÖp Hé uyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bÞ B¹ch Kim	1	49999	10	0	30	115	115	31	60	60																36	90																							31						
§Þnh NghiÖp ChiÕn ngoa	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Trang bÞ B¹ch Kim	2	49999	10	0	30	140	140	31	60	60																36	90																							31						
§Þnh NghiÖp Ban chØ 	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	Trang bÞ B¹ch Kim	2	49999	10	0	31	60	60																			36	90																							31						
§Þnh Quèc §Çu qu¸n	0	7	4	\spr\item\equip\cap\obj-ma-cap15-3.spr	31	2	2	Trang bÞ B¹ch Kim	0	49999	10	0	30	350	350	31	60	60																36	99																							32						
§Þnh Quèc ChiÕn bµo	0	2	18	\spr\item\equip\armor\obj-ma-cloth14-1.spr	23	2	3	Trang bÞ B¹ch Kim	4	49999	10	0	30	720	720	31	60	60																36	99																							32						
§Þnh Quèc Yªu c« 	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Trang bÞ B¹ch Kim	3	49999	10	0	30	160	160	31	60	60																36	99																							32						
§Þnh Quèc Hé uyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle19.spr	34	1	2	Trang bÞ B¹ch Kim	1	49999	10	0	30	135	135	31	60	60																36	99																							32						
§Þnh Quèc ChiÕn ngoa	0	5	1	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	Trang bÞ B¹ch Kim	2	49999	10	0	30	160	160	31	60	60																36	99																							32						
§Þnh Quèc Ban chØ 	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ B¹ch Kim	2	49999	10	0	31	60	60																			36	99																							32						
§Þnh Quèc Thanh Sa Tr­êng Sam	0	2	3	\Spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	Trang bÞ B¹ch Kim	0	49999	8	0	30	630	630	31	80	80																36	85											306		2										33						
§Þnh Quèc ¤ Sa Ph¸t Qu¸n	0	7	3	\Spr\item\equip\cap\obj-ma-cap12-1.spr	28	2	2	Trang bÞ B¹ch Kim	2	49999	9	0	30	260	260	31	70	70																36	75											1		307										33						
§Þnh Quèc XÝch Quyªn NhuyÔn Ngoa	0	5	1	\Spr\item\equip\boots\obj-shoes06.spr	26	2	2	Trang bÞ B¹ch Kim	1	49999	8	0	30	140	140	31	70	70																36	80											308		2										33						
§Þnh Quèc Tö §»ng Hé uyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	Trang bÞ B¹ch Kim	3	49999	8	0	30	111	111	31	60	60																36	75											1		309										33						
§Þnh Quèc Ng©n Tµm Yªu ®¸i	0	6	1	\Spr\item\equip\sash\obj-sash17.spr	33	2	1	Trang bÞ B¹ch Kim	4	49999	8	0	30	140	140	31	60	60																36	75											1		28										33						
An Bang B¨ng Tinh Th¹ch H¹ng Liªn	0	4	0	\Spr\item\equip\nick\obj-neck07.spr	36	2	1	Trang bÞ B¹ch Kim	4	49999	10	0																						36	85											310												34						
An Bang Cóc Hoa Th¹ch ChØ hoµn	0	3	0	\Spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ B¹ch Kim	2	49999	8	0																						36	80											6		312										34						
An Bang §iÒn Hoµng Th¹ch Ngäc Béi	0	9	1	\Spr\item\equip\waist\obj-waist18.spr	36	1	2	Trang bÞ B¹ch Kim	1	49999	8	0																						36	75											6		313										34						
