名称	道具种类	具体类别	详细类别	动画文件名	对应物件索引	宽度	高度	说明文字	五行属性	价格	等级	是否叠放	基础属性1类型	基础属性1最小值	基础属性1最大值	基础属性2类型	基础属性2最小值	基础属性2最大值	基础属性3类型	基础属性3最小值	基础属性3最大值	基础属性4类型	基础属性4最小值	基础属性4最大值	基础属性5类型	基础属性5最小值	基础属性5最大值	基础属性6类型	基础属性6最小值	基础属性6最大值	基础属性7类型	基础属性7最小值	基础属性7最大值	需求属性1类型	需求属性1数值	需求属性2类型	需求属性2数值	需求属性3类型	需求属性3数值	需求属性4类型	需求属性4数值	需求属性5类型	需求属性5数值	需求属性6类型	需求属性6数值
易容面具-春牛	0	11	558	\spr\item\equip\mask\yrmj_02.spr	379	1	1	戴上后即可易容成该NPC的样子		0	1	0		1397	1397	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
易容面具-龙九天	0	11	559	\spr\item\equip\mask\yrmj_02.spr	379	1	1	戴上后即可易容成该NPC的样子		0	1	0		1625	1625																														
易容面具-龙九天（变身）	0	11	560	\spr\item\equip\mask\yrmj_02.spr	379	1	1	戴上后即可易容成该NPC的样子		0	1	0		1657	1657																														
王假面具	0	11	561	\spr\item\equip\mask\yrmj_02.spr	379	1	1	带上以后会获得盖世武功		0	1	0				139	1	1																											
易容面具-战龙煌甲(男)	0	11	562	\spr\item\equip\mask\yrmj_02.spr	379	1	1	戴上后即可易容成该NPC的样子		0	1	0		1885	1885																														
易容面具-战龙煌甲(女)	0	11	563	\spr\item\equip\mask\yrmj_02.spr	379	1	1	戴上后即可易容成该NPC的样子		0	1	0		1886	1886																														
易容面具-胡斐	0	11	564	\spr\item\equip\mask\yrmj_02.spr	379	1	1	戴上后即可易容成该NPC的样子，使用时间为零后将会自动消失。		0	1	0		2010	2010																														
易容面具-苗若兰	0	11	565	\spr\item\equip\mask\yrmj_02.spr	379	1	1	戴上后即可易容成该NPC的样子，使用时间为零后将会自动消失。		0	1	0		2011	2011																														
面具-赵敏	0	11	566	\spr\item\equip\mask\yrmj_02.spr	379	1	1	戴上后即可易容成该NPC的样子		0	1	0		1314	1314	121	50	50	243	10	10																								
面具-乔峰	0	11	567	\spr\item\equip\mask\yrmj_02.spr	379	1	1	戴上后即可易容成该NPC的样子		0	1	0		1065	1065	121	50	50	243	10	10																								
面具-任盈盈	0	11	568	\spr\item\equip\mask\yrmj_02.spr	379	1	1	戴上后即可易容成该NPC的样子		0	1	0		1123	1123	172	500	500	243	10	10																								
面具-周芷若	0	11	569	\spr\item\equip\mask\yrmj_02.spr	379	1	1	戴上后即可易容成该NPC的样子		0	1	0		1044	1044	172	500	500	243	10	10																								
面具-小龙女	0	11	570	\spr\item\equip\mask\yrmj_02.spr	379	1	1	戴上后即可易容成该NPC的样子		0	1	0		1062	1062	169	500	500	243	10	10																								
面具-郭襄	0	11	571	\spr\item\equip\mask\yrmj_02.spr	379	1	1	戴上后即可易容成该NPC的样子		0	1	0		1046	1046	169	500	500	243	10	10																								
面具-黄蓉	0	11	572	\spr\item\equip\mask\yrmj_02.spr	379	1	1	戴上后即可易容成该NPC的样子		0	1	0		1224	1224	170	500	500	243	10	10																								
面具-郭靖	0	11	573	\spr\item\equip\mask\yrmj_02.spr	379	1	1	戴上后即可易容成该NPC的样子		0	1	0		1061	1061	170	500	500	243	10	10																								
面具-张无忌	0	11	574	\spr\item\equip\mask\yrmj_02.spr	379	1	1	戴上后即可易容成该NPC的样子		0	1	0		1043	1043	171	500	500	243	10	10																								
面具-张三丰	0	11	575	\spr\item\equip\mask\yrmj_02.spr	379	1	1	戴上后即可易容成该NPC的样子		0	1	0		746	746	171	500	500	243	10	10																								
面具-玉兔	0	11	576	\spr\item\equip\mask\yrmj_02.spr	379	1	1	戴上后即可易容成该NPC的样子		0	1	0		1124	1124	121	50	50	243	10	10																								
面具-麒麟	0	11	577	\spr\item\equip\mask\yrmj_02.spr	379	1	1	戴上后即可易容成该NPC的样子		0	1	0		1251	1251	121	50	50	243	10	10																								
拳少林-初窥门径	0	11	578	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得少量的属性能力提升。		100	1	0		1311	1311																														
棍少林-初窥门径	0	11	579	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得少量的属性能力提升。		100	1	0		1311	1311																														
刀少林-初窥门径	0	11	580	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得少量的属性能力提升。		100	1	0		1311	1311																														
刀天王-初窥门径	0	11	581	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得少量的属性能力提升。		100	1	0		1310	1310																														
锤天王-初窥门径	0	11	582	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得少量的属性能力提升。		100	1	0		1310	1310																														
枪天王-初窥门径	0	11	583	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得少量的属性能力提升。		100	1	0		1310	1310																														
剑峨眉-初窥门径	0	11	584	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得少量的属性能力提升。		100	1	0		1314	1314																														
掌峨眉-初窥门径	0	11	585	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得少量的属性能力提升。		100	1	0		1314	1314																														
刀翠烟-初窥门径	0	11	586	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得少量的属性能力提升。		100	1	0		1315	1315																														
内翠烟-初窥门径	0	11	587	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得少量的属性能力提升。		100	1	0		1315	1315																														
掌五毒-初窥门径	0	11	588	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得少量的属性能力提升。		100	1	0		1312	1312																														
刀五毒-初窥门径	0	11	589	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得少量的属性能力提升。		100	1	0		1312	1312																														
飞刀唐-初窥门径	0	11	590	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得少量的属性能力提升。		100	1	0		1313	1313																														
弩箭唐-初窥门径	0	11	591	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得少量的属性能力提升。		100	1	0		1313	1313																														
飞镖唐-初窥门径	0	11	592	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得少量的属性能力提升。		100	1	0		1313	1313																														
掌丐帮-初窥门径	0	11	593	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得少量的属性能力提升。		100	1	0		1317	1317																														
棍丐帮-初窥门径	0	11	594	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得少量的属性能力提升。		100	1	0		1317	1317																														
战天忍-初窥门径	0	11	595	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得少量的属性能力提升。		100	1	0		1316	1316																														
魔天忍-初窥门径	0	11	596	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得少量的属性能力提升。		100	1	0		1316	1316																														
气武当-初窥门径	0	11	597	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得少量的属性能力提升。		100	1	0		1318	1318																														
剑武当-初窥门径	0	11	598	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得少量的属性能力提升。		100	1	0		1318	1318																														
刀昆仑-初窥门径	0	11	599	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得少量的属性能力提升。		100	1	0		1319	1319																														
剑昆仑-初窥门径	0	11	600	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得少量的属性能力提升。		100	1	0		1319	1319																														
拳少林-登堂入室	0	11	601	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得一定的属性能力提升。		100	1	0		1244	1244																														
棍少林-登堂入室	0	11	602	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得一定的属性能力提升。		100	1	0		1244	1244																														
刀少林-登堂入室	0	11	603	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得一定的属性能力提升。		100	1	0		1244	1244																														
刀天王-登堂入室	0	11	604	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得一定的属性能力提升。		100	1	0		1241	1241																														
锤天王-登堂入室	0	11	605	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得一定的属性能力提升。		100	1	0		1241	1241																														
枪天王-登堂入室	0	11	606	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得一定的属性能力提升。		100	1	0		1241	1241																														
剑峨眉-登堂入室	0	11	607	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得一定的属性能力提升。		100	1	0		1246	1246																														
掌峨眉-登堂入室	0	11	608	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得一定的属性能力提升。		100	1	0		1246	1246																														
刀翠烟-登堂入室	0	11	609	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得一定的属性能力提升。		100	1	0		1242	1242																														
内翠烟-登堂入室	0	11	610	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得一定的属性能力提升。		100	1	0		1242	1242																														
掌五毒-登堂入室	0	11	611	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得一定的属性能力提升。		100	1	0		1243	1243																														
刀五毒-登堂入室	0	11	612	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得一定的属性能力提升。		100	1	0		1243	1243																														
飞刀唐-登堂入室	0	11	613	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得一定的属性能力提升。		100	1	0		1245	1245																														
弩箭唐-登堂入室	0	11	614	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得一定的属性能力提升。		100	1	0		1245	1245																														
飞镖唐-登堂入室	0	11	615	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得一定的属性能力提升。		100	1	0		1245	1245																														
掌丐帮-登堂入室	0	11	616	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得一定的属性能力提升。		100	1	0		1247	1247																														
棍丐帮-登堂入室	0	11	617	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得一定的属性能力提升。		100	1	0		1247	1247																														
战天忍-登堂入室	0	11	618	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得一定的属性能力提升。		100	1	0		1240	1240																														
魔天忍-登堂入室	0	11	619	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得一定的属性能力提升。		100	1	0		1240	1240																														
气武当-登堂入室	0	11	620	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得一定的属性能力提升。		100	1	0		1239	1239																														
剑武当-登堂入室	0	11	621	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得一定的属性能力提升。		100	1	0		1239	1239																														
刀昆仑-登堂入室	0	11	622	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得一定的属性能力提升。		100	1	0		1248	1248																														
剑昆仑-登堂入室	0	11	623	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得一定的属性能力提升。		100	1	0		1248	1248																														
拳少林-出神入化	0	11	624	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得强大的属性能力提升。		100	1	0		2058	2058																														
棍少林-出神入化	0	11	625	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得强大的属性能力提升。		100	1	0		2058	2058																														
刀少林-出神入化	0	11	626	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得强大的属性能力提升。		100	1	0		2058	2058																														
刀天王-出神入化	0	11	627	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得强大的属性能力提升。		100	1	0		2059	2059																														
锤天王-出神入化	0	11	628	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得强大的属性能力提升。		100	1	0		2059	2059																														
枪天王-出神入化	0	11	629	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得强大的属性能力提升。		100	1	0		2059	2059																														
剑峨眉-出神入化	0	11	630	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得强大的属性能力提升。		100	1	0		2062	2062																														
掌峨眉-出神入化	0	11	631	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得强大的属性能力提升。		100	1	0		2062	2062																														
刀翠烟-出神入化	0	11	632	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得强大的属性能力提升。		100	1	0		2063	2063																														
内翠烟-出神入化	0	11	633	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得强大的属性能力提升。		100	1	0		2063	2063																														
掌五毒-出神入化	0	11	634	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得强大的属性能力提升。		100	1	0		2060	2060																														
刀五毒-出神入化	0	11	635	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得强大的属性能力提升。		100	1	0		2060	2060																														
飞刀唐-出神入化	0	11	636	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得强大的属性能力提升。		100	1	0		2061	2061																														
弩箭唐-出神入化	0	11	637	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得强大的属性能力提升。		100	1	0		2061	2061																														
飞镖唐-出神入化	0	11	638	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得强大的属性能力提升。		100	1	0		2061	2061																														
掌丐帮-出神入化	0	11	639	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得强大的属性能力提升。		100	1	0		2065	2065																														
棍丐帮-出神入化	0	11	640	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得强大的属性能力提升。		100	1	0		2065	2065																														
战天忍-出神入化	0	11	641	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得强大的属性能力提升。		100	1	0		2064	2064																														
魔天忍-出神入化	0	11	642	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得强大的属性能力提升。		100	1	0		2064	2064																														
气武当-出神入化	0	11	643	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得强大的属性能力提升。		100	1	0		2066	2066																														
剑武当-出神入化	0	11	644	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得强大的属性能力提升。		100	1	0		2066	2066																														
刀昆仑-出神入化	0	11	645	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得强大的属性能力提升。		100	1	0		2067	2067																														
剑昆仑-出神入化	0	11	646	\spr\item\equip\mask\yrmj_01.spr	379	1	1	戴上后即可易容成该NPC的样子，并获得强大的属性能力提升。		100	1	0		2067	2067																														
